translation_x,translation_y,translation_z,frame_numbers
0.04443544664075451,0.0030685351943730986,-0.00023451296811209866,frame_000000
0.02659428002095809,0.004865845620697574,-0.005142354185485837,frame_000001
0.011351958131620724,0.005633668644638833,-0.009849202885353469,frame_000002
-0.0012604154773733292,0.005351561050469921,-0.014360378010438489,frame_000003
-0.011211737256139796,0.003999079622463875,-0.018681198503464388,frame_000004
-0.01847090365479441,0.0015557811448937446,-0.022816983307154655,frame_000005
-0.023006811123452903,-0.0019987775979674366,-0.02677305136423278,frame_000006
-0.024788356112231014,-0.006685039821846617,-0.030554721617422256,frame_000007
-0.02378443507124446,-0.012523448742470761,-0.03416731300944658,frame_000008
-0.019963944450608992,-0.019534447575566816,-0.03761614448302924,frame_000009
-0.013295780700440338,-0.027738479536861763,-0.04090653498089373,frame_000010
-0.0037488402708542104,-0.037155987842082516,-0.044043803445763544,frame_000011
0.008707980388033651,-0.047807415706956076,-0.04703326882036217,frame_000012
0.024105784826107514,-0.05971320634720939,-0.04988025004741309,frame_000013
0.04247567659325158,-0.07289380297856937,-0.05259006606963981,frame_000014
0.0638487592393502,-0.08736964881676308,-0.055168035829765816,frame_000015
0.08825613631428765,-0.10316118707751736,-0.0576194782705146,frame_000016
0.11572891136794815,-0.12028886097655925,-0.059949712334609655,frame_000017
0.14629818795021604,-0.13877311372961562,-0.06216405696477447,frame_000018
0.17999506961097533,-0.15863438855241352,-0.06426783110373255,frame_000019
0.2168506599001107,-0.17989312866067986,-0.06626635369420736,frame_000020
0.2568960623675061,-0.20256977727014164,-0.06816494367892242,frame_000021
0.300162380563046,-0.22668477759652575,-0.0699689200006012,frame_000022
0.3466807180366146,-0.2522585728555592,-0.0716836016019672,frame_000023
0.396482178338096,-0.2793116062629689,-0.07331430742574392,frame_000024
0.44959786501736587,-0.30786432103447603,-0.07486635641465343,frame_000025
0.5050384368258358,-0.33842904670685486,-0.07632069088545601,frame_000026
0.5644619273256264,-0.3706020443205812,-0.07770601542803782,frame_000027
0.6279476145439168,-0.4044252394646856,-0.07903765665221606,frame_000028
0.695543065133143,-0.43992378763265094,-0.08032977122375935,frame_000029
0.7672641348779107,-0.47710607377906705,-0.08159534516882065,frame_000030
0.8430949684168825,-0.5159637125633776,-0.08284811955531016,frame_000031
0.9222421530194511,-0.556471548991956,-0.08405937400413509,frame_000032
1.004781795662492,-0.5985876570000197,-0.08523635629626618,frame_000033
1.0907519499471472,-0.6422533402330989,-0.08638676725363406,frame_000034
1.1801526151686819,-0.686407038098615,-0.08747939484947331,frame_000035
1.2729457383724854,-0.7311619498995744,-0.08852254381218876,frame_000036
1.3690552132202976,-0.7766061194966842,-0.08952466991036011,frame_000037
1.4692744528115251,-0.8249884455845484,-0.09054647635552893,frame_000038
1.5736193129616225,-0.8763634313838867,-0.09160287438528539,frame_000039
1.6820739383308143,-0.930777194986204,-0.09270930378766375,frame_000040
1.7929373435803337,-0.9870675545551448,-0.09384354511893131,frame_000041
1.9061175667250936,-1.0450416511235108,-0.09500454085284564,frame_000042
2.0214782501682804,-1.10448985544742,-0.09619153551707679,frame_000043
2.139746212087769,-1.1653995898570073,-0.09742183473861084,frame_000044
2.260864372902124,-1.2279553273800259,-0.09869158732477235,frame_000045
2.384737599634335,-1.2923247707709218,-0.09999739514919363,frame_000046
2.5121402789302283,-1.3584450314599958,-0.10134519225622615,frame_000047
2.643069239907596,-1.4260226286395776,-0.10273063683538336,frame_000048
2.7774896005187295,-1.494747311232207,-0.10414991564508765,frame_000049
2.914588920152199,-1.5645058805168104,-0.10559589535377667,frame_000050
3.054424279338995,-1.635382187535937,-0.10705811822143041,frame_000051
3.1970147052046904,-1.7074433130723288,-0.10852665509356635,frame_000052
3.3423411720787044,-1.7817256623863422,-0.10997627272360493,frame_000053
3.4903466001677805,-1.858057339314683,-0.11140564927636766,frame_000054
3.6409358562783556,-1.93625806259367,-0.11281384049911965,frame_000055
3.79488332615366,-2.016139166295918,-0.11422499200346496,frame_000056
