translation_x,translation_y,translation_z,frame_numbers
-0.01646613528379229,-0.0027784752227598465,0.0063694582380554015,frame_000000
-0.008781270902894968,-0.0004953990351312201,0.00760555483105217,frame_000001
-0.0014934281187635734,0.0012051081950704289,0.009065774886146339,frame_000002
0.005413273197771098,0.0023762891969221138,0.010735791726699504,frame_000003
0.011954713175878248,0.003071386699500848,0.01260127867607327,frame_000004
0.01814677194472709,0.0033436434318836468,0.01464790905762924,frame_000005
0.024005329633486828,0.003246302123147526,0.01686135619472901,frame_000006
0.029546266371326662,0.0028326055023694965,0.019227293410734182,frame_000007
0.034785462287415816,0.002155796298626574,0.02173139402900636,frame_000008
0.039738797510923476,0.0012691172409957725,0.024359331372907148,frame_000009
0.04442215217101886,0.00022581105855410928,0.027096778765798135,frame_000010
0.04885140639687116,-0.0009208795196214148,0.029929409531040937,frame_000011
0.0530424403176496,-0.0021177117644537676,0.03284289699199714,frame_000012
0.057011134062523394,-0.003311442946865944,0.03582291447202836,frame_000013
0.060773367760661695,-0.004448830337780931,0.03885513529449618,frame_000014
0.06434502154123378,-0.005476631208121713,0.04192523278276223,frame_000015
0.06774197553340883,-0.00634160282881127,0.04501888026018808,frame_000016
0.07098010986635603,-0.006990502470772595,0.048121751050135345,frame_000017
0.07407530466924461,-0.007370087404928673,0.05121951847596562,frame_000018
0.07704344007124377,-0.007427114902202492,0.05429785586104052,frame_000019
0.0799003962015227,-0.007108342233517036,0.05734243652872163,frame_000020
0.08266205318925063,-0.0063605266697952835,0.06033893380237057,frame_000021
0.08534429116359675,-0.005130425481960238,0.06327302100534891,frame_000022
0.08796299025373028,-0.0033647959409348668,0.06613037146101829,frame_000023
0.09053403058882044,-0.001010395317642155,0.06889665849274026,frame_000024
0.0930732922980346,0.00198601911699499,0.07155755542387505,frame_000025
0.09698475227610652,0.0057253692570154915,0.07370976722886106,frame_000026
0.10077262239134074,0.010256275964797374,0.07574650265842604,frame_000027
0.10439887499733248,0.015675168271377868,0.07766740308901389,frame_000028
0.10782548244812619,0.022070090060515225,0.07945900274438655,frame_000029
0.11101441709872291,0.029520700100692406,0.0811143365892262,frame_000030
0.11392765130187661,0.038098272024156624,0.08255498269949448,frame_000031
0.1157818156656175,0.04786569432476235,0.0837545361399401,frame_000032
0.11669416207556718,0.05887747037201689,0.08469828349929835,frame_000033
0.11677560447746936,0.07117971840202172,0.08537239851233998,frame_000034
0.11778301995660867,0.08481017154696514,0.08579980361426276,frame_000035
0.11982732247485929,0.09979817777686677,0.08599605221316692,frame_000036
0.1230257639350917,0.1161646999285647,0.08597775474277072,frame_000037
0.12659497486195026,0.13392231570300578,0.08571936136125897,frame_000038
0.1304969276106783,0.15307521766409532,0.08523159335014327,frame_000039
0.13469359453678023,0.17361921324256147,0.0845259270088563,frame_000040
0.1384016063277201,0.19455563302667161,0.08366091380529345,frame_000041
0.1417382148542449,0.21606894995593262,0.08264414174072987,frame_000042
0.1448143340480047,0.2383268667030828,0.08148433134162056,frame_000043
0.14847988159214862,0.2624664073838825,0.08008211480621143,frame_000044
0.152677816023609,0.28841629836420907,0.0784457218587377,frame_000045
0.15735109587294446,0.3160968808730647,0.07661609717304943,frame_000046
0.16244267971713913,0.3444340193367398,0.0745903186097378,frame_000047
0.1678955260847121,0.37353672048597425,0.07238745045339211,frame_000048
0.17365259350491874,0.40349722078503203,0.07002693449434068,frame_000049
0.17891149886245572,0.43439098640699303,0.06760924859166671,frame_000050
0.18377048019912423,0.46627671329183074,0.06515904419253553,frame_000051
0.1883214376182947,0.4991963271128186,0.06270195426402425,frame_000052
0.19339527495422176,0.5331749832881879,0.06020169262926409,frame_000053
0.19891593691603346,0.5682210669512218,0.057677701088986136,frame_000054
0.20480736821380305,0.6043261929686183,0.055149949952198594,frame_000055
0.21024817201800225,0.6404791142310289,0.05275200921687469,frame_000056
0.2153175725308833,0.6768433408492185,0.05051536332305896,frame_000057
0.22008845601736354,0.7135572275337675,0.04847285573600373,frame_000058
0.22537271241385637,0.7525338424659277,0.04655294469064594,frame_000059
0.2310752725979804,0.7941945385782075,0.04478558569847148,frame_000060
0.23722228074429863,0.8378877910114779,0.04310694972129481,frame_000061
0.2439610939316698,0.883522411448233,0.04153589344717045,frame_000062
0.25143906924202153,0.9309883450209391,0.040091160302942616,frame_000063
0.2598035637603512,0.980156670312037,0.03879138045424525,frame_000064
0.2683353798188192,1.0313399431051944,0.03758698270557269,frame_000065
0.2770947277845939,1.0847477917429467,0.03646803872188986,frame_000066
0.28613548008879913,1.1405730743006,0.03542409164233221,frame_000067
0.29625051278303394,1.197791966116194,0.03439088184077424,frame_000068
0.3073257429425409,1.256341578681243,0.03336799419050226,frame_000069
0.319247087644896,1.3161338680876058,0.032354032026787174,frame_000070
0.33115512250467366,1.3782555475186464,0.03142417249985035,frame_000071
0.3430910440644759,1.4427904683099029,0.030592912133002175,frame_000072
0.3550897109316528,1.5098057115298706,0.02987429442305809,frame_000073
0.36717964385410523,1.5793515879566444,0.029252599864781563,frame_000074
0.37938302555531844,1.6514616381327412,0.028721561949581816,frame_000075
0.3917157008241612,1.7261526323334229,0.028274310137372353,frame_000076
0.4049325179506214,1.803424570666644,0.02788753706977402,frame_000077
0.4188813663874713,1.8832606828507845,0.027560714348882007,frame_000078
0.4334101355902497,1.9656274283378279,0.02729255854114188,frame_000079
0.44762137381011635,2.049488404548995,0.02707717957236641,frame_000080
0.46151824992754154,2.1349819661955642,0.026904082966050652,frame_000081
0.4750975948903218,2.222221312588335,0.02676201920142119,frame_000082
0.48888419042989145,2.31080144178988,0.026618710817369676,frame_000083
0.5031077867270835,2.4008879601985504,0.026469873447404337,frame_000084
0.5191129767757934,2.494096263868987,0.02634357644890145,frame_000085
0.5359832944841744,2.5902251095788977,0.026291536767151222,frame_000086
0.5535476155243371,2.6890564838515645,0.026311989576684163,frame_000087
0.5716348155715822,2.790355602943824,0.026402962400990177,frame_000088
0.5893284290940649,2.8938709127026723,0.026577813097204344,frame_000089
0.6066126111921207,2.9993340888745386,0.02683091680716964,frame_000090
0.6234651790338134,3.106460036938219,0.027156573147406327,frame_000091
0.6407645712117384,3.21516071305189,0.027496909031909253,frame_000092
0.658643884374013,3.325545123966177,0.027839919924994884,frame_000093
0.6772362151778342,3.4377055061643946,0.02817314824831833,frame_000094
0.6965130421884654,3.551503505009233,0.028555463743902776,frame_000095
0.7162842273011558,3.666570174624865,0.028979806925091393,frame_000096
0.7363596324147592,3.7825197988686146,0.029439193782200324,frame_000097
0.755431108233112,3.8971915287119763,0.02994388152468815,frame_000098
0.7735414356426271,4.011004620841457,0.03049196441003177,frame_000099
0.7910965589530863,4.1263169747834825,0.031086166876454047,frame_000100
0.8089495647118126,4.243069894659373,0.03169162247825679,frame_000101
0.827208197826887,4.361187914289033,0.03230010166435805,frame_000102
0.8467255439805593,4.4823044577874365,0.03290559667296254,frame_000103
0.8665471096433008,4.605951005794621,0.03351021933680542,frame_000104
0.8864637429648213,4.731656942689274,0.03410729681190609,frame_000105
0.9062662920972817,4.858949556566497,0.03469025061311704,frame_000106
0.9259072235309665,4.9868282913119915,0.03520020386170963,frame_000107
0.9455006200884213,5.115397961111898,0.03562892707275603,frame_000108
0.9651605646023667,5.244754995018127,0.035967888717437634,frame_000109
0.9840941809270326,5.374987436842469,0.03626923036610316,frame_000110
1.0022475965101418,5.5061749453565545,0.0365281200804517,frame_000111
1.0202408201500992,5.637488859829177,0.03675608321050042,frame_000112
1.0381332700592592,5.768825414242908,0.0369249535351181,frame_000113
1.0559827798699324,5.900066168603666,0.03703901589112518,frame_000114
1.0738455987411473,6.031078008932789,0.03710259282446018,frame_000115
1.0916304610761012,6.16064089833759,0.037053664366479014,frame_000116
1.1095100754610194,6.289169900947212,0.03689132528443005,frame_000117
